CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
 577,1,1,4,11, 1, 1,1,1,2,2,1,20,1,20,1, ,1, 2,2,1,2, , , ,          ,2,1,3, , , ,          , , , ,          ,          ,          ,2,1968, 3, 5,2,98,2, ,2, ,2, , 7, 7,   , 2000, 26000,14400, 6000,    0,    0, 3000,    0,    0,   0,14400,    0,    0,    0,    0,    0,    0,    0,  900,  100,  200, 100,  150,  100,    0,    0,   50,2,34,  500,    0,   0,    0,    0,    0,    0,    0,  600,    0,   0,   0,    0,  685, 21,  0,100,40, 20,  20, 200,   50, 100,  0,    0,    0,   0, 150,  50, 100,  100,1,  500,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  700, 20,  0, 55, 40, 20,100, 100,  100,  280,   0,    0,   0,   0, 200, 100,   50, 100, , 500,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  850, 20,  0,100, 40, 20,  0,   0, 100, 260,  0,   0,    0,   0,  60,  25,  20,  20,1,  400,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 700, 15,  0,120,  0, 20,  0, 100,  100, 260,  0,   0,   0,   0, 200, 200,  50, 100,1, 2,1,4, , ,          , , , , ,1, 500,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 685, 15,  0,  55, 50, 20,   0,   0,  100, 250,  0,    0,    0,   0, 200, 100, 100, 100,1,1, , ,30,40,  500,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 700, 15,  0,120, 50, 20, 50, 100,  100,  250,  0,   0,   0,   0, 300,  50,  50,  50,1,1,2,1,  , 5, 1000,1,1,4,2,1,1500,2,1,6, , , , , ,  100,  1000, 0.4, 600,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 685, 17,  0, 100, 40, 20,  0,  50, 100,  200,  0,   0,   0,   0, 200,  50,  50, 100, , 7000, 770,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 685, 17,  0,  90, 50, 25,  0,   0,  120, 230,  0,   0,   0,   0, 250, 100,  50, 100, ,3,1,99999,1,3,1,1,1,0.843114,604,1
 578,1, ,3,98, 1, 1,2,1,2,2,1,12,1,99,1,1,2, 0,2,2,2, , , ,          ,2,1,5, , , ,          , , , ,          ,          ,          ,2,1969, 1, 2,1, 1,1,1,5, ,2, , 7, 6,   ,99999,  9000,    0, 3000,    0, 1800,    1,    0,    0,   0,    1,    1, 3000,    0,    0,    0,  200,    0,    0,    1,    0,   0,    0,    0,    0,    0,    0,2,33,    0,  100,   0,    0,    0,    0,    0,    0,    0,    0, 200, 817,    0,  650,150,  1,100, 0,  0,  27,  30,   30, 150,  1,    0,    0,  80,    ,    ,    ,     ,2,   18, 118,   0,  590,   0,   0,   0,    0,    0,    0,  79, 774,    0,  520,125, 16, 65,  0,  0, 14,  12,    4,  124,   1,    0,   0,  40,    ,    ,     ,    , ,  19, 130,   0, 1600,   0,   0,   0,    0,   0,   0,  57, 592,   0,  741,113, 17, 62,  0,  0, 16,  14,   3, 111,  0,   0,    0,  32,    ,    ,    ,    , ,   40,  300,   0, 2000,   0,   0,   0,   0,   0,    0,  200, 700,   0, 650,100, 30, 30,  0,  0, 28,   0,    0, 100,  0,   0,   0,   0,    ,    ,    ,    ,1, 7,4, , , ,          ,4, , , ,1,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.843114,604,1
 579,1,4,3, 4, 1, 2,1,1,2,2,2,  ,1,15,1, ,2, 2,2,2,2, , , ,          ,2,1,2, , , ,          , , , ,          ,          ,          ,9,1981, 1,29,1, 1,2, ,1, , , , 4, 5,   , 2000, 80000,    0,    0, 1200,    0, 1000,    0,    0, 150,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  500,    0,    0,  140,1,21,    0,  200,   0,   50,    0,    0,    0,    0,   50,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0, 1154,  80,  0,    0,  120,  80,  60,  80,  12,   80,1,    0, 120,   0,    0,   0,   0,   0,    0,    0, 1818,   0,   0,  118,    0,  0,  0,  0,  0,  0,  0,   0,  150,   25,   0,    0, 118,   0,  40,   0,    0,  80,1,   0, 200,   0,    0,   0,   0,   0,    0,   0,   0,1600,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0, 150,  40,  0,   0,   40,   0,  80, 520,   0, 120,1,    0,  150,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,  52,   0,  0,  0,  0,  0,  0,  0,  10,   70, 120,  0,   0, 200,   0, 200,   0,  40, 280,1, 5,3, , , ,          , , , , ,0,   0, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,  10,  100,  30,  0,    0,  200,   0, 160,   0, 400, 100,1,1, , , 0, 0,    0, 150,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,  40,   40,   30,  0,   0,  60,   0, 100,   0,  40, 200,1,1, , ,  ,  ,     ,1,2,3, , ,    , ,4,5, , , , , ,  300,  4000,    ,   0,  150,   0,  0,   0,   0, 400,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,  15,   0,   30,  0,   0,  60,   0, 160,   0,  80, 320, ,    0,   0,   60,   0,   0,   0,   0, 525,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,  10,   10,  25,  0,   0, 100,   0,   0,   0,  60, 280, ,3,3, 2500,2,1, ,1,1,1.402663,905,5
 580,2, ,1, 2, 2, 1,1,1,2,2,2,  ,1,99,1, ,1, 2,2,1,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1972,11, 3,1, 2,2, ,3, ,2, , 7, 6,   , 5520, 46431, 2460,    0,    0,    0,    0,    0,    0,   0, 2460,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  380,    0,    0,    0,2,30,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,1380,    0,  835, 55,  0, 54,15, 26,   0,   0,   10, 125,  0,   50,    0, 200,    ,    ,    ,     ,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,1380,    0,  755, 53,  0, 56,120, 25,  0,   0,    0,  120,   0,    0,   0, 100,    ,    ,     ,    , ,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,1076,   0,  906, 49,  0, 53, 63, 26,  0,   0,   1, 109,  0,  17,    0, 122,    ,    ,    ,    , ,    0,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,1435,   0, 604, 58,  0, 53, 64, 23,  0,   0,    3, 103,  0,   9,   0, 155,    ,    ,    ,    , ,  , , , , ,          , , , , ,1,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.226112,514,6
 581,1,2,1, 3, 3, 2,1,1,2,2,1,40,1,40,1, ,1, 6,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1972, 2,18,1, 1,2, ,2, ,2, , 3, 3,   ,99999,  8000, 5000,    0, 7000,    0, 4000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0, 1400,    0,    0,    0,2,30, 1867,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  612, 17, 17, 77,48, 22,  50,  29, 3443, 264,  0,    0,  383,   0, 205,  50, 200,   77, , 2000,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  450, 25,  0, 25, 40,  0, 65,   0,    0,  200,   0,    0, 500,   0, 100, 100,  100, 300,1,1600,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  450,  0, 25,110, 40, 60,  0,  50, 600, 200,  0,   0,  350,   0, 250,   0,   0, 100,1, 2000,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 450, 25, 25, 75, 50,  0,  0,   0,  815, 200,  0,   0, 300,   0, 156,  61,  41, 232,1, 8,4, , , ,          ,4, , , ,0, 700,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 450,  0,  0,  50, 50,  0,   0,   0,    0, 100,  0,    0,    0,   0,  50,   0,   0,   0,2,1, , , 0, 5,    0,   0,   0,   0,   0,   0,   0,    0, 600,   0,   0,   0,   0, 450,  0,  0, 25, 25,  0,  0,   0,    0,   50,  0,   0,   0,   0,  50,   0,   0,   0, ,1,1,1,90, 0,    0,1,1,1,2,1,1100,6,1,2,3,6, , , ,  500,   500, 1.2,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,1480,   0, 450,  0,  0,  25, 40,  0,  0,   0, 120,   80,  0,   0, 300,   0, 200,   0,   0,  50, ,    0, 940,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 470,  0, 25,  25, 40,  0, 25,   0,  500,  50,  0,   0, 200,   0,  50,   0,   0,  20, ,2,3, 3000,1,2, ,1,1,0.843114,604,1
 582,1,5,1, 9, 4, 2,1,2,1,2,1,10,1,10,1, ,2, 0,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1976, 9, 1,1,98,2, ,4,3,1,3, 7, 7,   , 4500, 10000,    0,    0,    0,    0, 4500,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  200,    0,    0,    0,2,26,  550,    0,   0,    0,    0,    0,  200,    0,    0,    0,   0,   0,    0,  300,  0,  0, 30, 0,  0,   0,  10,  200,  70,  0,    0,    0,   0, 200,   0,  20,    0,1,  500,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  300,  0,  0, 30,  0,  0,  0,   0,   20,   50,   0,    0,   0,   0, 250,  20,   20,  30, , 550,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  300,  0,  0, 10,  0,  0,  0,   0,  20, 120,  0,   0,    0,   0, 120,   0,   0,  40,1,  400,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 300,  0,  0, 20,  0,  0,  0,  20,    0,  60,  0,   0,   0,   0, 150, 300,  20,  30, , 3,2,1, , ,          , , , , ,0, 200,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 300,  0,  0,  30,  0,  0,   0,  10,    0,  75,  0,    0,    0,   0, 150,   0,  30,  30,1,1, , ,10,10,  110,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 300,  0,  0, 30,  0,  0,  0,   0,   20,   90,  0,   0,   0,   0, 150,   0,  30, 100,1,1, , ,  ,  ,     ,1,1,4,2,1,1500,0,4, , , , , , ,  130,  2000,    , 100,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0, 500, 300,  0,  0,  20,  0,  0,  0,  10,  30,    0,  0,   0,   0,   0, 150,  20,   0,  50, ,    0, 450,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 300,  0,  0,  30,  0,  0,  0,  20,   50,  40,  0,   0,   0,  40, 200,  10,   0, 100, ,3,3,    0,1,3,8,1,1,1.089205,519,5
 583,1,3,4, 2, 1, 1,1,1,2,2,2,  ,2,  , , ,2, 0,2,2,2, , , ,          ,2,3, , , , ,          , , , ,          ,          ,          ,2,1967, 6, 4,1, 1,1,7,5, ,2, , 3, 1,   ,    0,  9000,    0,    0,    0,  500,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,35,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0, 350, 1000,  353,140,  0, 50,31, 70,   0, 300,  700, 100, 25,    0,    0,   0, 100, 500,  50,   37,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  353,140,  0, 40, 40, 40,  0, 100,  100,  100,   0,    0,   0,  15, 200,  40,   30, 200,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0, 700,   0,  353,140,  0, 50, 16,100,  0, 300,  50, 100, 50,   0,    0,   0, 150,   0,  50,  20,1,    0,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0, 364, 107, 268,150,  0, 44, 27, 64,  0, 233,  147,  84, 20,   0,   0,   5, 134,  31, 157, 104, ,  , , , , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0, 700,    0, 400,140,  0,  40, 20,120,   0, 400,  100, 100,  0,    0,    0,   0, 150,   0,   0,   0,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,1000,   0, 353,  0,  0, 40,  0, 90,  0,  50,  100,  100,  0,   0,  30,   0, 150,   0, 125, 150, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0, 986,   0, 354, 71,  0,  40, 10,105,  0, 187,  34,  115,  0,   0,  14,   0, 146,   0, 101,  68, ,     ,   0,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0, 774,   0, 346, 62,  0,  40, 10,105,  0, 315,   53,  92,  0,   0,  17,   0, 137,   0,  99,  66, , , ,     , , , , , ,1.089205,416,5
 584,1,1,1, 9, 4, 1,1,1,2,2,1,18,1,18,2, ,1, 1,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1977, 9,12,2, 1,2, ,2, ,1,3, 7, 9,   ,12000,110000,    0,    0,  700,    0, 2000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0, 2000,  400,    0,    0,    0,2,25,  700,    0,   0,    0,  396,    0,    0,    0,    0,    0,   0,   0,    0,  400,  0,  0, 90,19,  0,   0,  20,  400,  80,  0,    0,    0,   0, 240,  60,  50,    0,1,  750,   0,   0,    0, 396,   0,   0,    0,    0,    0,   0,   0,    0,  400,  0,  0, 70, 19,  0,  0,   0,    0,   80,   0,    0,   0,   0, 240,   0,   50, 120,2, 800,   0,   0,    0, 400,   0,   0,    0,   0,   0,   0,   0,   0,  400,  0,  0, 60,  0,  0,  0,   0,   0,  70,  0,   0,    0,   0,  40,   0,  25,  30,1,  760,    0,   0,  240, 345,   0,   0,   0,   0,    0,    0,   0,   0, 400,  0,  0, 50, 30,  0,  0,  20,    0,  60,  0,   0,  50,   0, 200,   0,  35,  90,1, 2,1,1,2, ,          , , , , ,2, 850,   0,   0,   0,    0,   0,   0, 345,    0,   0,   0,   0,    0, 400,  0,  0,  70,  0,  0,   0,  25, 1685,  50,  0,    0,  150,   0, 250,  45,  90,  90,1,1, , ,22,26,  900,   0,   0,   0, 345,   0,   0,    0,   0,   0,   0,   0,   0, 400,  0,  0, 35, 30,  0,  0,   0,    0,   80,  0,   0, 200,   0, 220,  50,  50,  70,1,1,2,2,  , 8, 1800,1,1,2,1,1,9999,5,1,2,3,6, , , , 1500,  5000, 1.7, 900,    0,   0,  0, 345,   0,   0,    0,   0,    0,   0,   0,   0, 400,  0,  0,  50,  0,  0,  0,   0,   0,   40,  0,   0, 120,   0, 200,   0,   0,  80,2, 6000, 600,    0,   0,   0, 345,   0,   0,    0,   0,   0,   0,   0,   0, 400,  0,  0,  60,  0,  0,  0, 100,    0,  40,  0,   0, 150,   0,  50,   0,   0,  55,1,3,1,99999,2,1, ,1,1,0.688162,780,2
 585,1, ,1, 3, 3, 5,1,9,2,2,1,14,1,14,2, ,2, 2,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,2,1978, 9,30,1,98,2, ,1, , , , 9, 8,   , 3000,999999,20000,    0,    0,    0, 3000,    0,    0,   0, 1500,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 200,    1,  500,    0,  500,    0,2,24,  500,  200,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,  200, 200,  0,    0,  500,   0,    ,    ,    ,     ,1,  600,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 50,  0,  0,  0,   0,  100,  200,   0,    0, 500,   0,    ,    ,     ,    , , 600,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 50,  0,  0,  0,   0, 150, 200,  0,   0,  100,   0,    ,    ,    ,    ,1,  618,  105,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0, 32,  0,  0,  0,   0,   78, 168,  0,   0, 323,   0,    ,    ,    ,    , ,  , , , , ,          , , , , ,1,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.089205,905,5
 586,1, ,4,98, 1, 2,1,2,2,2,1, 8,1,12,1, ,2, 1,2,2,1,1, , ,          ,2,1,3,5, , ,          , , , ,          ,          ,          ,2,1981,12,14,1, 1,2, ,1, , , , 5, 6,  0, 2000,150000,    0,    0,  400,    0,  200, 2500,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 300,    0,  600,    0,  300,    0,1,21,  400,  150,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,    0,   0,  0,    0,    0,   0,  50,   0, 200,  100,1,  350, 150,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,   50,   79,   0,    0, 100,   0, 125,  75,    0, 125, , 400, 200,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,  50, 200,  50,  0,   0,   70,   0, 150,  50,   0, 100,1, 1000,  300,   0,    0,   0,   0,   0,   0, 100,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,   50, 100,  0,   0,  50, 250, 200, 100,   0, 300,1, 3,2,4, , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.402663,905,5
 587, ,2,1, 2,99, 1,2,9,2,2,1,35,1,35,1,1,2, 1,2,1,2, , , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,2,1978, 6,22,1, 1,2, ,4,2,1,2,99,99,   , 5000,  1400, 7800,    0,    0,    0,  500,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  300,    0, 300,    0,  120,    0,    0,    0,2,24, 1300,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  317, 22,  0, 15,20, 15,   0,  50,  500,  10,  0,    0,    0,  50, 480, 200,  80,  200,1, 1196,  98,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  264, 19,  0, 15, 20, 15,  7,  33,   40,   13,   0,    0,  64,  17, 240, 118,  147,  69, ,1300,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  336, 20,  0, 15, 20, 15,  0,  20,   0,  20,  0,   0,    0,   0, 120,  80,  80,  40,1, 1300,  500,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 336, 15,  0, 15, 20, 15,  0,  50,    0,  10,  0,   0, 200,   0, 100, 200, 100, 100,1, 8,4, , , ,          ,4, , , ,0,1300,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 336, 15,  0,  15, 20, 15,   0,  20,    0,  10,  0,    0,  150,  50, 400, 600, 200,  50,2,1, , ,38,38, 1200,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 336, 15,  0, 15, 10, 15,  0,   0,    0,   10,  0,   0, 150,   0, 300, 600, 600, 200,1,1, , ,  ,  ,     ,1,1,0,2,1,1800,3,4, , , , , , ,  100,  3000,    ,1300,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 336, 15,  0,  15, 15, 15,  0,  20,   0,   10,  0,   0, 150, 150, 120,  80, 600,  80, ,    0,1300,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 336, 15,  0,  15, 10, 15,  0,  20,    0,  10,  0,   0, 150,   0, 120,  60,  40,  80,1,3,1,   30,1,3,2,2,2,1.089205,613,5
